verse_key,eng
EZK.16.38,"I will convict you of adultery and murder, and I will hand you over in bloody fury and zeal."
EZK.16.39,"I will hand you over to them, and they will tear down your pavilion and destroy your platforms. They will strip you of your garments, take your beautiful jewels, and they will leave you completely naked."
EZK.16.4,"This is how you were treated on the day you were born: Your umbilical cord wasnt cut, you werent washed clean with water or rubbed with salt, and you werent wrapped in blankets."
EZK.16.40,"They will bring an army against you, pelt you with stones, and slaughter you with their swords."
EZK.16.41,"They will burn down your houses and execute judgments against you in the sight of many women. I will bring an end to your prostitution; indeed, you will never again give payment."
EZK.16.42,"When Ive satisfied my anger, and my rage has turned away from you, I will be calm and no longer angry."
EZK.16.43,"Because you didnt remember your youthful days, and infuriated me with all these things, I will hold you accountable for what youve done. This is what the LORD God says. Have you not added bad reputation to all your detestable acts?."
EZK.16.44,"Now everyone who speaks in proverbs will say this about you: Like mother, like daughter."
EZK.16.45,"You are your mothers daughter! She loathed her husband and also her children. You are just like your sisters too! They also loathed their husbands and children. Your mother was a Hittite, and your father was an Amorite."
EZK.16.46,"Your older sister is Samaria, who lives with her daughters in the north. Your younger sister is Sodom, who lives with her daughters in the south."
EZK.16.47,You didnt follow in their ways or engage in their detestable practices in any small way. You were far more destructive.
EZK.16.48,"As surely as I live, says the LORD God, not even your sister Sodom and her daughters did what you and your daughters have done!."
EZK.16.49,"This is the sin of your sister Sodom: She and her daughters were proud, had plenty to eat, and enjoyed peace and prosperity; but she didnt help the poor and the needy."
EZK.16.5,No one took pity or cared enough to do any of these things for you. You were despised on the day of your birth and thrown out on the open field.
EZK.16.50,"They became haughty and did detestable things in front of me, and I turned away from them as soon as I saw it."
EZK.16.51,"Samaria didnt sin even half as much as you did. Youve so outstripped her in multiplying your detestable practices, with all the detestable things youve done, that youve even made your sisters seem innocent."
EZK.16.52,"Bear your disgrace, which has actually improved your sisters position. Because your sins and detestable acts were greater than theirs, they are now more righteous than you. Be ashamed, and bear the disgrace of making your sisters righteous!."
EZK.16.53,I will improve the circumstances of Sodom and her daughters and the circumstances of Samaria and her daughters. And whats left of your fortune will go to them.
EZK.16.54,so that you will bear your disgrace and be humiliated by all that youve done to make them feel better.
EZK.16.55,"Then your sister Sodom and her daughters will return to their former state, and your sister Samaria and her daughters will return to their former state. You and your daughters will return to your former state."
EZK.16.56,but you will no longer talk about your sister Sodom as in your haughty days.
EZK.16.57,"before your wickedness was exposed. You are now the reproach of all the daughters of Edom and all those around her, including the daughters of the Philistines. They mock you on every side."
EZK.16.58,You alone must bear your bad reputation and your detestable ways. This is what the LORD says.
EZK.16.59,"The LORD God proclaims: I will do to you just as you have done, despising solemn pledges and breaking covenants."
EZK.16.6,"When I happened to come by, I saw you flailing about in your blood. I said to you while you were still bloody, Live."
EZK.16.60,"Nevertheless, I will remember my covenant with you when you were young, and I will establish an everlasting covenant with you."
EZK.16.61,"And you will remember your ways and be ashamed, when in spite of your covenant I take your big sisters and little sisters from you and give them back to you as daughters."
EZK.16.62,"I myself will establish my covenant with you, and you will know that I am the LORD."
EZK.16.63,"Then you will remember and be ashamed, and you wont even open your mouth because of your shame, after Ive forgiven you for all that youve done. This is what the LORD God says."
EZK.16.7,"I helped you to flourish like a young plant in the field, and you grew tall and became wonderfully endowed. Your breasts were firm, your hair beautifully thick. And you were completely naked."
EZK.16.8,"When I passed by you, I realized that you were ready for love. So I spread my cloak over you and covered your nakedness. I made a solemn promise and entered into a covenant with you, and you became mine. This is what the LORD God says."
EZK.16.9,"Then I washed you with water, rinsed off your blood, and poured oil on you."
EZK.17.1,The LORDs word came to me.
EZK.17.10,"Though it is planted, will it thrive? When the east wind touches it, wont it completely wither? On the bed in which it was planted, it will wither away."
EZK.17.11,The LORDs word came to me.
EZK.17.12,Say now to the rebellious household: Dont you know what these things mean? Say: The king of Babylon came to Jerusalem and carried its king and its officers away with him to Babylon.
EZK.17.13,"Then he took a prince from the royal line, made an agreement with him, and made him take a solemn pledge of loyalty. He also took away the lands officials."
EZK.17.14,"Thus it would be a lowly kingdom, not asserting its own interests but observing the agreement so that it would survive."
EZK.17.15,But the prince rebelled against him and sent messengers to Egypt to supply him with horses and a great army. Can such a person succeed? Can one who does these things escape? Can he overturn the agreement and escape capture?.
EZK.17.16,"As surely as I live, says the LORD God, he will die in Babylon, in the place of the king who gave him the authority to rule, whose solemn pledge he scorned and whose agreement he overturned."
EZK.17.17,Pharaoh wont help him. There will be no strong force or mighty army in battle when siege ramps are set up and towers are built to eliminate many lives.
EZK.17.18,"He scorned the solemn pledge and overturned the agreement! Even though he made a promise, he did all these things, and he wont escape capture."
EZK.17.19,"So now the LORD God proclaims: As surely as I live, it was my solemn pledge that he scorned and my agreement that he overturned, and I will hold him accountable."
EZK.17.2,"Human one, compose a riddle and a parable about the house of Israel."
EZK.17.20,"I will spread my net over him, and he will be caught in my trap. I will bring him to Babylon, and I myself will enter into judgment with him there for rebelling against me."
EZK.17.21,"All his elite fighters along with all his troops will fall by the sword, and those who are left will be scattered to the winds. Then you will know that I, the LORD, have spoken."
EZK.17.22,"The LORD God proclaims: I myself will take one of the top branches from the tall cedar. I will pluck a tender shoot from its crown, and I myself will plant it on a very high and lofty mountain."
EZK.17.23,"On Israels mountainous highlands I will plant it, and it will send out branches and bear fruit. It will grow into a mighty cedar. Birds of every kind will nest in it and find shelter in the shade of its boughs."
EZK.17.24,"Then all the trees in the countryside will know that I, the LORD, bring down the tall tree and raise up the lowly tree, and make the green tree wither and the dry tree bloom. I, the LORD, have spoken, and I will do it."
EZK.17.3,"Say, The LORD God proclaims: The great eagle with great wings, long feathers, and full, colorful plumage came to Lebanon and took the top branch of the cedar."
EZK.17.4,"He plucked a twig from the cedars crown, brought it to the land of traders, and set it down in a city of merchants."
EZK.17.5,"He took a native seed and planted it in a prepared field, placing it like a willow beside plentiful water."
EZK.17.6,"It grew and became a low-spreading vine. Its foliage turned toward him, and its roots developed under him. And so it became a vine, and it produced branches and sent out its shoots."
EZK.17.7,Now there was another great eagle with great wings and much plumage. This vine bent its roots and turned its branches toward him so that it might draw more water from him than from its own bed.
EZK.17.8,"a good field with plentiful water where it was planted to grow branches, bear fruit, and become a splendid vine."
EZK.17.9,"Say, The LORD God proclaims: Will it thrive? Wont he tear out its roots, strip its fruit, and cause all the leaves of its branches to wither? It will dry up, and no one will need a strong arm or a mighty army to uproot it."
EZK.18.1,The LORDs word came to me.
EZK.18.10,But suppose one of them has a violent child who sheds blood or does any one of these things.
EZK.18.11,"even though his parents didnt do any of them. He eats on the mountains, defiles his neighbors wife."
EZK.18.12,"oppresses the poor and needy, robs others and doesnt fulfill his obligations, pays attention to the idols and does detestable things."
EZK.18.13,"and takes interest and profit. Should he live? He should not. He engaged in all these detestable practices. He will surely die, and his blood will be on him."
EZK.18.14,But suppose he has a child who sees all the sins that his father committed. He becomes alarmed and doesnt do them.
EZK.18.15,He doesnt eat on the mountains or pay attention to the idols of the house of Israel. He doesnt defile his neighbors wife.
EZK.18.16,"He doesnt cheat anyone, either by seizing collateral for loans or committing robbery. He gives his food to the hungry and clothes to the naked."
EZK.18.17,He refrains from oppressing the poor by taking neither interest nor profit. He observes my case laws and follows my regulations. He wont die because of his fathers guilt. He will surely live.
EZK.18.18,"As for his father: If he exploited the weak or committed robbery, or did anything else that wasnt good for the people, he will die because of his own guilt."
EZK.18.19,"You will say, Why doesnt the child bear his parents guilt? The child has acted justly and responsibly. The child kept all my regulations and observed them. The child will surely live."
EZK.18.2,"What do you mean by this proverb of yours about the land of Israel: When parents eat unripe grapes, the childrens teeth suffer?."
EZK.18.20,"Only the one who sins will die. A child wont bear a parents guilt, and a parent wont bear a childs guilt. Those who do right will be declared innocent, and the wicked will be declared guilty."
EZK.18.21,"But if the wicked turn away from all the sins that they have committed, keep all my regulations, and act justly and responsibly, they will surely live and not die."
EZK.18.22,"None of the sins that they committed will be held against them, but they will live because they do the right things."
EZK.18.23,"Do I take pleasure in the death of the wicked? says the LORD God. Certainly not! If they change their ways, they will live."
EZK.18.24,"If those who do the right thing turn from righteousness and engage in the same detestable practices that the wicked committed, can they do these things and live? None of their righteous deeds will be remembered. They will die because of their treacheries and sins."
EZK.18.25,"But you say, My Lords way doesnt measure up. Listen, house of Israel, is it my ways that dont measure up? Isnt it your ways that dont measure up?."
EZK.18.26,"When those who do the right thing turn from their responsible ways and act maliciously, they will die because of it. For their malicious acts they will die."
EZK.18.27,"And when the wicked turn from their wicked deeds and act justly and responsibly, they will preserve their lives."
EZK.18.28,"When they become alarmed and turn away from all their sins, they will surely live; they wont die."
EZK.18.29,"Yet the house of Israel says, My Lords way doesnt measure up. Is it my ways that dont measure up? Isnt it your ways that dont measure up, house of Israel?."
EZK.18.3,"As surely as I live, says the LORD God, no longer will you use this proverb in Israel!."
EZK.18.30,"Therefore, I will judge each of you according to your ways, house of Israel. This is what the LORD God says. Turn, turn away from all your sins. Dont let them be sinful obstacles for you."
EZK.18.31,"Abandon all of your repeated sins. Make yourselves a new heart and a new spirit. Why should you die, house of Israel?."
EZK.18.32,"I most certainly dont want anyone to die! This is what the LORD God says. Change your ways, and live!."
EZK.18.4,All lives are mine; the life of the parent and the life of the child belong to me. Only the one who sins will die.
EZK.18.5,People are declared innocent when they act justly and responsibly.
EZK.18.6,They dont eat on the hills or give their attention to the idols of the house of Israel. They dont defile the wives of their neighbors or approach menstruating women.
EZK.18.7,"They dont cheat anyone, but fulfill their obligations. They dont rob others, but give food to the hungry and clothes to the naked."
EZK.18.8,They dont impose interest or take profit. They refrain from evil and settle cases between people fairly.
EZK.18.9,"They follow my regulations, keep my case laws, and act faithfully. Such people are innocent, and they will live, proclaims the LORD God."
EZK.19.1,"You, raise a lament for Israels princes."
EZK.19.10,Your mother was like a vine in a vineyard planted beside the waters; she bore lush fruit and foliage because of the plentiful water.
EZK.19.11,"and she produced mighty branches, fit for rulers scepters. She grew tall, and her crown went up between the clouds. Because of her height and thick growth, she became conspicuous."
EZK.19.12,"So she was struck down in anger, thrown down to the ground. The east wind dried her out and destroyed her fruit; it sapped the branch of its strength, and fire consumed it."
EZK.19.13,"So now she is planted in the desert, in a parched and thirsty land."
EZK.19.14,"and fire has gone out from her branch and consumed her foliage and fruit, leaving her no strong branch or rulers scepter. This is a lamentation, and it will serve as a lamentation."
EZK.19.2,Say: What a lioness among lionesses was your mother! She bedded down among the strong young lions and reared her cubs.
EZK.19.3,She singled out one of her cubs and he became a strong young lion; he learned to tear flesh and devour humans.
EZK.19.4,"When the nations heard about him, they caught him in their trap and carried him with hooks to the land of Egypt."
EZK.19.5,"When she realized that she waited in vain, her hope faded. So she took another of her cubs and set him up as a strong young lion."
EZK.19.6,He went on the prowl with the other lions and became a strong young lion. He learned to tear flesh and devour humans.
EZK.19.7,he ravaged their widows and laid waste to their cities. When the earth and everything in it became horrified by the sound of his raging.
EZK.19.8,the nations from the surrounding regions allied against him. They cast their nets over him and caught him in their trap.
EZK.19.9,They put a collar on him and brought him with hooks. They brought him with nets to the king of Babylon so that his voice would no longer be heard on the mountains of Israel.
EZK.2.1,"The voice said to me: Human one, stand on your feet, and Ill speak to you."
EZK.2.10,"He spread it open in front of me, and it was filled with writing on both sides, songs of mourning, lamentation, and doom."
EZK.2.2,"As he spoke to me, a wind came to me and stood me on my feet, and I heard someone addressing me."
EZK.2.3,"He said to me: Human one, Im sending you to the Israelites, a traitorous and rebellious people. They and their ancestors have been rebelling against me to this very day."
EZK.2.4,"Im sending you to their hardheaded and hard-hearted descendants, and you will say to them: The LORD God proclaims."
EZK.2.5,"Whether they listen or whether they refuse, since they are a household of rebels, they will know that a prophet has been among them."
EZK.2.6,"And as for you, human one, dont be afraid of them or their words. Dont be afraid! You possess thistles and thorns that subdue scorpions. Dont be afraid of their words or shrink from their presence, because they are a household of rebels."
EZK.2.7,Youll speak my words to them whether they listen or whether they refuse. They are just a household of rebels!.
EZK.2.8,"As for you, human one, listen to what I say to you. Dont become rebellious like that household of rebels. Open your mouth and eat what I give you."
EZK.2.9,"Then I looked, and there in a hand stretched out to me was a scroll."
EZK.20.1,"In the seventh year, on the tenth day of the fifth month, some of Israels elders came to inquire of the LORD. As they were sitting with me."
EZK.20.10,So I led them out of the land of Egypt and brought them into the desert.
EZK.20.11,"I gave them my regulations and made known to them my case laws, which bring life to all who observe them."
EZK.20.12,"I also gave them my sabbaths as a sign between us that I, the LORD, have set them apart for my purpose."
EZK.20.13,"But the house of Israel rebelled against me in the desert. They didnt follow my regulations and rejected my case laws, which bring life to all who observe them. They completely degraded my sabbaths. So I declared that I would pour out my anger against them and destroy them in the desert."
EZK.20.14,"But instead, I acted for the sake of my name so that it wouldnt be degraded in the sight of the nations who saw me lead them out of Egypt."
EZK.20.15,"So in the desert I swore another solemn pledge, that I wouldnt bring them to the land that I had given to them, a land full of milk and honey, a land more splendid than any other."
EZK.20.16,"because they rejected my case laws, didnt follow my regulations, and degraded my sabbaths. They had their hearts set on their idols."
EZK.20.17,"But I had too much compassion to destroy them, so I didnt put an end to them in the desert."
EZK.20.18,"In the desert, I said to their children, Dont follow your parents regulations or observe their case laws or become defiled by their idols."
EZK.20.19,I am the LORD your God! Follow my regulations! Observe my case laws and do them!.
EZK.20.2,the LORDs word came to me.
EZK.20.20,"Make my sabbaths holy, and let them be a sign between us that I am the LORD your God."
EZK.20.21,"But the children rebelled against me. They didnt follow my regulations or observe my case laws, which bring life to all who observe them. They also degraded my sabbaths. So I declared that I would pour out my wrath on them and satisfy my anger against them in the desert."
EZK.20.22,But I restrained myself and acted for the sake of my name so that it wouldnt be diminished in the sight of the nations who saw me lead them out of Egypt.
EZK.20.23,"And I swore yet another solemn pledge in the desert, that I would disperse them among the nations and scatter them throughout the earth."
EZK.20.24,"because they didnt observe my case laws, they rejected my regulations, and they degraded my sabbaths while they kept looking to their parents idols."
EZK.20.25,I also issued regulations that were not good and case laws by which they could not live.
EZK.20.26,I defiled them with their very gifts when they offered up all their oldest children. They were supposed to be so horrified that they would acknowledge that I am the LORD.
EZK.20.27,"Therefore, human one, speak to the house of Israel and say to them, The LORD God proclaims: Yet again your ancestors defamed me by rebelling against me!."
EZK.20.28,"I brought them into the land that I swore to give to them. But when they saw all the high hills and lofty trees, there they made their sacrifices: irksome offerings here, pleasing aromas there, and drink offerings elsewhere!."
EZK.20.29,"I said to them, What shrine are you going to now? So its called Shrine to this very day."
EZK.20.3,"Human one, speak to Israels elders and say to them, The LORD God proclaims: Have you come to petition me? As surely as I live, I reject your petitions. This is what the LORD God says!."
EZK.20.30,"So now say to the house of Israel, The LORD God proclaims: Will you defile yourselves as your ancestors did, and will you prostitute yourself after their disgusting things?."
EZK.20.31,"When you offer up your gifts and make your children pass through the fire, you defile yourselves with all your idols to this very day. Should I let you seek me out, house of Israel? This is what the LORD God says: As surely as I live, I wont let you seek me."
EZK.20.32,"What is in your minds will never happen! Youve been saying, Lets be like the nations and the clans of the lands in the service of wood and stone."
EZK.20.33,"This is what the LORD God says: As surely as I live, with a strong hand, an outstretched arm, and with wrath poured out, I will be your king!."
EZK.20.34,"I will lead you out from the peoples and gather you from the countries where youve been scattered—yes, with a strong hand and an outstretched arm and with wrath poured out!."
EZK.20.35,"I will march you out to the wilderness nations, and there I will judge you face-to-face."
EZK.20.36,"Just as I judged your ancestors in the desert of the land of Egypt, so will I judge you. This is what the LORD God says."
EZK.20.37,"I will make you walk under the rod, and I will bring you into the covenant bond."
EZK.20.38,"I will remove from among you those who rebel and transgress against me. I will lead them out from the land where they lived as immigrants, but they wont enter Israels fertile land. Then you will know that I am the LORD."
EZK.20.39,"But to you, house of Israel, the LORD God proclaims: Go ahead and serve your idols, all of you! But afterward, if any of you are left to listen to me, you will no longer make my holy name impure with your gifts or your idols!."
EZK.20.4,"Will you judge them, human one, will you judge them? Then expose to them the detestable practices of their ancestors."
EZK.20.40,"On my holy mountain, on the high mountain in Israel, the whole house of Israel will serve me there—every one of them in the land! This is what the LORD God says. There I will accept them, and there I will ask for their offerings, their finest gifts, and all their holy things."
EZK.20.41,"When I bring you out from the nations and gather you from the countries where you are scattered, I will accept you as a pleasing aroma. Through you I will be made holy in the sight of the nations."
EZK.20.42,"Then you will know that I am the LORD, when I bring you to Israels fertile land, to the land that I swore to give to your ancestors."
EZK.20.43,"There you will remember how your ways and all your wicked deeds defiled you, and you will loathe yourselves for all the wicked things that youve done."
EZK.20.44,"Then, house of Israel, you will know that I am the LORD, when I deal with you for the sake of my name and not according to your wicked ways and ruinous deeds. This is what the LORD God says."
EZK.20.45,The LORDs word came to me.
EZK.20.46,"Human one, face Teman, preach against the south, and prophesy against the thicket in the arid southern plain."
EZK.20.47,"Say to the thicket in the arid southern plain: Hear the LORD Gods word. This is what the LORD God says: Im about to set a fire in you, and it will consume every green and every dry tree in you. Its blazing flame wont be put out, and everything from south to north will be scorched."
EZK.20.48,"Everyone will see that I, the LORD, have set it on fire. It wont be quenched."
EZK.20.49,"Then I said, Oh, LORD God! They say about me, Isnt he one for making metaphors."
EZK.20.5,"Say to them, The LORD God proclaims: On the day I chose Israel, I swore a solemn pledge to the descendants of Jacobs household. When I made myself known to them in the land of Egypt, I swore a solemn pledge: I am the LORD your God."
EZK.20.6,"On that day I swore that I would lead them out of the land of Egypt to a land that I would show them, a land full of milk and honey, the most splendid of all lands."
EZK.20.7,"And I said to them, Every one of you must cast away your disgusting things. Dont let yourselves be defiled by Egypts idols. I am the LORD your God."
EZK.20.8,But they rebelled against me and refused to listen to me. No one cast off their disgusting things or abandoned their Egyptian idols. So I declared that I would pour out my wrath on them and satisfy my anger against them in the land of Egypt.
EZK.20.9,"But I acted for my names sake, so that it wouldnt be degraded in the sight of the nations among whom they lived, and in whose sight I made it known that I would lead them out of the land of Egypt."
EZK.21.1,The LORDs word came to me.
EZK.21.10,"For utter slaughter it is sharpened, polished to flash like lightning. Lets not rejoice, because no one will escape the purge."
EZK.21.11,"He appoints it for polishing, to seize in the hand. The sword is sharpened, it is polished; it is ready for the destroyers hand."
EZK.21.12,"Human one, cry aloud, and wail, for it comes against my people, against all of Israels princes, handed over to the sword along with my people. Therefore, strike your thigh."
EZK.21.13,"Hes testing. When even the rod rejects, will it not certainly happen? This is what the LORD God says."
EZK.21.14,"And you, human one, prophesy! Strike hand to hand. Let the sword strike twice, three times! Its a deadly sword, a great deadly sword. It whirls around them."
EZK.21.15,"to make hearts shudder, to make many stumble and fall. Ive set the slaughtering sword against all their gates. Oh! Its crafted to flash like lightning, polished for slaughter!."
EZK.21.16,"Stab again and again! Plunge right, plunge left, wherever your edge goes."
EZK.21.17,"It is I who strike hand to hand! Ill satisfy my wrath! I, the LORD, have spoken."
EZK.21.18,The LORDs word came to me.
EZK.21.19,"You, human one, mark two roads for the coming of the sword of the king of Babylon. They should diverge from a single country. Where the road to the city begins, set up a sign."
EZK.21.2,"Human one, face Jerusalem, preach against their sanctuary, and prophesy against Israels fertile land."
EZK.21.20,and point out the way for the sword to come: To Rabbah of the Ammonites or To Judah in its stronghold Jerusalem.
EZK.21.21,"The king of Babylon stands at the fork in the road where the two roads begin and performs his divinations. He shakes the arrows, consults the divine images, and inspects the liver."
EZK.21.22,"On his right side appeared the omen for Jerusalem: to put battering rams in place, to proclaim war and raise the alarm, to place battering rams against the gates, and to set up siege ramps and build towers."
EZK.21.23,"It seems to them like a lying divination, because solemn pledges had been sworn to them. But he will remind them of their guilt, and they will be captured."
EZK.21.24,"So the LORD God proclaims: Now that you have remembered your guilt and your treacheries are exposed, your sins can be seen in everything you do. Because you have brought your guilt to light, you will be captured!."
EZK.21.25,"But you vile, wicked prince of Israel whose day has come, the time of final punishment."
EZK.21.26,"this is what the LORD God says: Remove the turban, take off the crown! Nothing will be as it was. Bring down the exalted, and exalt the lowly."
EZK.21.27,"A ruin, ruin, ruin, Ill make it! Such a thing has never happened! Even before the rightful judge comes, Ive handed it over to him."
EZK.21.28,"You, human one, prophesy and say, The LORD God proclaims to the Ammonites concerning their disgrace. Say, Sword! Sword unsheathed for slaughter, burnished, battle-ready, flashing like lightning."
EZK.21.29,"False visions and lying divinations set you against the necks of vile, wicked men whose day had come, the time of final punishment."
EZK.21.3,"Say to Israels fertile land, The LORD proclaims: Im now against you! I will draw my sword from its sheath and cut off both the righteous and the wicked from you."
EZK.21.30,"Return it to its sheath. In the place where you were created, in the land of your origin, I will judge you."
EZK.21.31,"I will pour out my wrath against you. With a raging fire I will blow against you, and I will hand you over to those who burn and forge destruction."
EZK.21.32,"Fire will consume you, your blood will sink into the earth, and you will no longer be remembered. I, the LORD, have spoken."
EZK.21.4,"In order to cut off the righteous and wicked from you, my sword will go out from its sheath against everyone from south to north."
EZK.21.5,"And everyone will know that I, the LORD, have taken my sword out of its sheath. It wont be put away again."
EZK.21.6,"You, human one, groan in their sight; groan bitterly with trembling knees."
EZK.21.7,"If they ask you why youre groaning, say to them, Because of the news. When it comes, every heart will despair, every hand will hang lifeless, every spirit will be listless, and urine will run down every leg. Its coming! It will happen! This is what the LORD God says."
EZK.21.8,The LORDs word came to me.
EZK.21.9,"Human one, prophesy! Say, The Lord proclaims! Say: A sword! A sharp and polished sword!."
EZK.22.1,The LORDs word came to me.
EZK.22.10,In you a fathers nakedness is uncovered. In you menstruating women are violated.
EZK.22.11,"Every man engages in detestable practices with his neighbors wife, every man defiles his daughter-in-law with obscene acts, and every man violates his sister, his own fathers daughter."
EZK.22.12,"In you they take bribes to shed blood. You collect interest and fees, you profit by extorting your neighbor, and you neglect even me! This is what the LORD God says."
EZK.22.13,I now strike my hands over your ill-gotten gain and blood thats been shed in you.
EZK.22.14,"Will your strength and courage endure when I deal with you? I am the LORD: I speak, and I act!."
EZK.22.15,"I will scatter you among the nations and disperse you throughout the lands, and so I will remove your uncleanness from you."
EZK.22.16,"When you are degraded like this in the sight of the nations, then you will know that I am the LORD."
EZK.22.17,The LORDs word came to me.
EZK.22.18,"Human one, the house of Israel has become a waste product for me. They are all copper, tin, iron, and lead. In the furnace, theyve become the waste product of silver."
EZK.22.19,"So this is what the LORD God says: Because youve all become a waste product, Im now gathering you into the middle of Jerusalem."
EZK.22.2,"You, human one, will you judge? Will you judge the bloody city? Then explain all her detestable practices to her."
EZK.22.20,"Just as silver, copper, iron, lead, and tin are collected and placed in a furnace to fan the flames under them and melt them down, so in my anger and rage I will collect you, put you in, and melt you down."
EZK.22.21,"I will gather you, fan the flames of my wrath under you, and melt you down in the middle of it."
EZK.22.22,"As silver is melted in a furnace, so you will be melted in it. You will know that I, the LORD, have poured out my rage on you."
EZK.22.23,The LORDs word came to me.
EZK.22.24,"Human one, say to her, You are an unclean land without rain on the day of reckoning."
EZK.22.25,The conspiracy of princes in her is like a roaring lion ripping up prey. Theyve piled up wealth and precious goods and made many widows in her.
EZK.22.26,"Her priests have done violence to my instructions and made my holy things impure. They have not clearly separated the holy from the ordinary, and they have not taught the difference between unclean and clean things. Theyve disregarded my sabbaths. So Ive been degraded among them."
EZK.22.27,The officials in her are like wolves ripping up prey. They shed blood and destroy lives for unjust riches.
EZK.22.28,"Her prophets have whitewashed everything for them, seeing false visions and making wrong predictions for them, saying, This is what the LORD God says, when the LORD hasnt spoken."
EZK.22.29,The important people of the land have practiced extortion and have committed robbery. Theyve oppressed the poor and mistreated the immigrant. Theyve oppressed and denied justice.
EZK.22.3,"Say, The LORD God proclaims: City, self-destructive blood-letter, self-defiling idol maker."
EZK.22.30,"I looked for anyone to repair the wall and stand in the gap for me on behalf of the land, so I wouldnt have to destroy it. But I couldnt find anyone."
EZK.22.31,So Ive poured out my anger on them. With my furious fire Ive finished them off. Ive held them accountable. This is what the LORD God proclaims.
EZK.22.4,"All the blood that youve shed is your punishment, and all the idols that youve made are your defilement. This is how youve shortened your days and hastened the end of your years! For this reason Ive given you over to the ridicule of nations and the derision of every land."
EZK.22.5,Those from near and far will mock your infamous name and great chaos.
EZK.22.6,"Look, Israels princes, every one of them, have joined forces to shed blood in you."
EZK.22.7,In you they treat father and mother with contempt. In you they oppress immigrants and deny the rights of orphans and widows.
EZK.22.8,You despise my holy things and degrade my sabbaths.
EZK.22.9,In you slanderers show up to shed blood. In you they eat on the mountains. In you they do obscene things.
EZK.23.1,The LORDs word came to me.
EZK.23.10,"They stripped her naked, took her sons and daughters, and killed her with the sword. And she became notorious among women for the punishments they enacted against her."
EZK.23.11,"Her sister Oholibah saw it, and she proceeded to outdo her sister in her lust and in her seductions."
EZK.23.12,"She lusted after the Assyrians, governors and officers, warriors richly clothed, charioteers and horsemen, all of them the most handsome of men."
EZK.23.13,I saw that she too defiled herself. Both had the same tendencies.
EZK.23.14,"but she was even more promiscuous. She saw men carved in wall reliefs, images of Chaldeans outlined in vermilion."
EZK.23.15,"wearing only loincloths around their hips and flowing headbands on their heads. All of them had the appearance of warriors of the third rank, the likeness of Babylonians whose native land is Chaldea."
EZK.23.16,"Aroused just by looking at them, she sent messengers to them in Chaldea."
EZK.23.17,"The Babylonians came to her to lie down and make love with her, defiling her with their seductions. But once she had defiled herself with them, she recoiled from them in disgust."
EZK.23.18,"When her seductions became known and her nakedness exposed, I recoiled from her just as I had recoiled from her sister."
EZK.23.19,"But she added to her promiscuities, bringing to mind her youthful days when she was a prostitute in the land of Egypt."
EZK.23.2,"Human one, there were two women, daughters of one woman."
EZK.23.20,"She lusted after their male consorts, whose sexual organs were like those of donkeys, and whose ejaculation was like that of horses."
EZK.23.21,"She relived the wicked days of her youth, when the Egyptians touched and fondled her young and nubile breasts."
EZK.23.22,"So Oholibah, the LORD God proclaims: Im now inciting your lovers against you, all those from whom you recoiled, and I will bring them against you from all around."
EZK.23.23,"Babylonians and all the Chaldeans, Pekod and Shoa and Koa, all the Assyrians with them, the most handsome young men, all of them governors and officers, career officers and conscripts, all of them on horseback."
EZK.23.24,"They will come against you with weapons, chariots, and wagons, and with a great army, with shield, buckler, and helmet; and they will surround you. I will hand your punishment over to them, and they will judge you according to their laws."
EZK.23.25,"I will direct my passion against you, and they will deal with you in wrath. They will cut off your nose and ears, and those who are left will fall by the sword. They will seize your sons and daughters, and those who are left will be burned with fire."
EZK.23.26,They will strip your clothing from you and remove your beautiful crown.
EZK.23.27,"Thats how I will put an end to your lewdness and your Egyptian-styled promiscuity. Never again will you stare at them, and you wont remember Egypt anymore."
EZK.23.28,The LORD God proclaims: Im now handing you over to those whom you hate and from whom you recoil.
EZK.23.29,"They will deal hatefully with you: They will seize your pay and leave you completely naked. Your promiscuity, betrayal, and seductions will be exposed."
EZK.23.3,"When they were girls in Egypt, they began to prostitute themselves by allowing their young and nubile breasts to be touched and fondled."
EZK.23.30,This will be done to you because you sold yourself to the nations and became defiled by their idols.
EZK.23.31,"You followed in your sisters path, so I have put her cup into your hand."
EZK.23.32,"The LORD God proclaims: Deep and wide is your sisters cup. Drink! Appointed for abuse and scorn, it overflows."
EZK.23.33,You will be filled with drunken sadness. A cup of devastation and dismay is the cup of your sister Samaria.
EZK.23.34,"Drink it, drain it dry, break it into pieces, and tear off your breasts, for I have spoken. This is what the LORD God says."
EZK.23.35,"So now the LORD God proclaims: Because you forgot me and turned your back on me, you alone will bear the consequences of your betrayal and promiscuities."
EZK.23.36,"Then the LORD said to me, Human one, judge Oholah and Oholibah, and make known their detestable practices to them."
EZK.23.37,"They committed adultery, so now blood is on their hands. They committed adultery with their idols, and they even took their children whom they had borne to me and offered them up to be consumed for them."
EZK.23.38,"They also did this to me: On the same day, they made my sanctuary unclean and made my sabbaths impure."
EZK.23.39,"When they slaughtered their children for their idols, they came into my sanctuary and made it impure on that very same day. They actually did this inside my temple."
EZK.23.4,"The older sister was named Oholah, and the younger sister was named Oholibah. They became mine and gave birth to sons and daughters. Now Oholah is Samaria, and Oholibah is Jerusalem."
